business_name,city,state,total_reviews,avg_stars,positive_review_ratio,doctor_care_score,staff_behavior_score,billing_cost_score,wait_time_score,communication_score,cleanliness_facility_score
MYNT Cannabis Dispensary Downtown Reno,Reno,NV,35,2.54,40.0,-0.1143,-0.1429,-0.0286,-0.0857,-0.1714,0.0
Main Line Fertility,Bryn Mawr,PA,44,3.89,70.45,0.1591,0.4318,-0.0909,0.0455,0.0909,0.1591
Main Line Health Fitness & Wellness Center,Glen Mills,PA,22,3.77,59.09,0.1364,0.1818,0.0,0.1364,-0.0455,0.3182
Main Line Perinatal Associates - Bryn Mawr,Bryn Mawr,PA,59,2.59,37.29,-0.1864,-0.0169,-0.2542,-0.2034,-0.2203,-0.1356
Main Line Therapeutic Massage & Spa,Havertown,PA,35,4.43,85.71,0.0571,0.0571,0.0,0.1714,0.0286,0.1714
Majestic Foot Spa,Fishers,IN,28,3.71,64.29,0.1071,0.0714,0.25,0.0714,0.0357,0.1071
Making Life Easier,Philadelphia,PA,23,4.22,78.26,0.0,0.3913,-0.087,0.1304,-0.0435,0.5652
Malai Thai Massage,Santa Barbara,CA,61,4.28,81.97,0.0656,0.2295,0.1475,0.0984,0.0328,0.2787
Mama's Wellness Joint,Philadelphia,PA,32,4.62,90.62,0.0625,0.2812,0.0312,0.1562,0.125,0.2188
Mandala Massage Supply & Apothecary,Reno,NV,34,4.91,100.0,0.0588,0.3235,0.2647,0.0882,0.2353,0.1765
Mandy Epley Skin Studio,New Orleans,LA,26,4.85,96.15,0.6923,0.2692,0.2308,0.3077,0.4231,0.2692
"Manuel Tjoa, DDS",Reno,NV,24,4.21,79.17,0.2083,0.5,0.125,0.125,-0.0417,0.25
Marana Sky Dental,Marana,AZ,27,4.56,88.89,0.1852,0.6667,0.0,0.1111,0.2222,0.3333
Margiotti & Kroll Pediatrics,Trevose,PA,42,2.1,21.43,-0.4524,-0.4286,-0.1905,-0.2143,-0.3571,-0.3571
Maria Nails & Spa,Burlington,NJ,85,4.25,78.82,0.0824,0.3647,0.1059,0.0353,-0.0118,0.2941
Marked Studios,Reno,NV,135,4.72,91.85,0.1852,0.6,0.1481,0.1926,0.1926,0.4815
"Marlene J. Mash MD, PC",Plymouth Meeting,PA,35,3.23,57.14,-0.0857,0.0286,-0.0857,-0.0286,0.0286,-0.0286
Martin Dentistry,Indianapolis,IN,52,4.58,90.38,0.1923,0.5577,0.0577,0.25,0.2115,0.5
"Mary P Lupo, MD",New Orleans,LA,27,3.93,70.37,0.2963,0.3333,-0.1852,0.0,0.1852,0.037
Massage & Bodywork By Kuryn,Tampa,FL,40,5.0,100.0,0.05,0.325,0.2,0.075,0.1,0.275
Massage Arts Center Of Philadelphia,Philadelphia,PA,29,4.17,89.66,0.1724,0.2414,0.4138,0.2414,0.1724,0.2414
Massage At Bejanies,Clementon,NJ,26,3.54,61.54,0.0385,0.4231,0.1154,0.1538,-0.0385,0.1154
Massage Bella Vista,Philadelphia,PA,62,4.27,79.03,0.0645,0.2581,0.1935,0.129,-0.0161,0.1774
Massage Bliss,Seminole,FL,37,3.65,64.86,-0.027,0.027,-0.027,-0.1622,-0.1622,0.1622
Massage By Sharon,Santa Barbara,CA,42,4.38,85.71,0.0238,0.0476,-0.0238,0.0476,0.0,0.1667
Massage Envy - Ardmore,Ardmore,PA,37,2.11,21.62,-0.1892,-0.1351,-0.2162,-0.1081,-0.1892,-0.027
Massage Envy - Belle Meade,Nashville,TN,28,2.82,42.86,-0.1071,0.0714,-0.2857,-0.0714,0.0,0.0357
Massage Envy - Brandon,Brandon,FL,36,3.78,63.89,0.1389,0.1667,-0.0556,0.0278,0.0556,0.0278
Massage Envy - Broad Ripple,Indianapolis,IN,33,2.64,33.33,0.0303,-0.0909,-0.0909,-0.0606,-0.1212,-0.0303
Massage Envy - Cherry Hill,Cherry Hill,NJ,31,3.48,58.06,0.0645,0.1613,-0.129,-0.0323,-0.129,0.0645
Massage Envy - Citrus Park,Tampa,FL,28,3.21,57.14,0.0714,0.1429,-0.0357,0.0357,0.0357,0.0714
Massage Envy - Clayton,Clayton,MO,32,3.59,59.38,-0.0312,0.1875,0.0,0.0938,0.0625,0.0938
Massage Envy - Clearwater,Clearwater,FL,39,3.62,69.23,0.0,0.2821,-0.0513,-0.0256,0.0,0.1282
Massage Envy - Collegeville,Collegeville,PA,32,3.41,56.25,0.0,0.1562,0.0938,0.0938,0.0625,-0.0312
Massage Envy - Concord Pike,Wilmington,DE,41,2.12,17.07,-0.1463,-0.3415,-0.2195,-0.1707,-0.2195,-0.122
Massage Envy - Cool Springs,Brentwood,TN,26,2.96,50.0,0.0385,0.1154,-0.1154,0.0,-0.0769,0.0
Massage Envy - Creve Coeur,Creve Coeur,MO,25,3.32,60.0,0.12,0.16,-0.08,-0.04,0.08,0.12
Massage Envy - Downtown Tampa,Tampa,FL,21,3.24,57.14,0.0476,0.2381,-0.1429,-0.1429,-0.2857,0.1905
Massage Envy - Goleta,Goleta,CA,35,2.51,37.14,0.0286,-0.0571,-0.0857,-0.1143,-0.1143,-0.0571
Massage Envy - Green Hills,Nashville,TN,34,2.62,32.35,-0.0588,-0.0294,-0.1765,-0.2353,-0.2059,0.0294
Massage Envy - Hendersonville,Hendersonville,TN,22,3.18,45.45,-0.0455,0.1818,0.0,-0.0909,0.0,0.0
Massage Envy - Keystone at the Crossing,Indianapolis,IN,37,3.24,51.35,-0.0541,0.0541,-0.1351,0.1351,-0.0541,0.1892
Massage Envy - Largo,Largo,FL,33,4.0,72.73,0.0303,0.3939,0.1212,0.1818,0.0303,0.1515
Massage Envy - Lutz,Lutz,FL,45,3.53,60.0,0.0222,0.1778,-0.0889,-0.0444,-0.0222,0.0
Massage Envy - Maplewood/Brentwood,Maplewood,MO,27,3.3,51.85,0.0,0.0741,0.0741,0.037,-0.1481,0.1481
Massage Envy - Meridian,Meridian,ID,25,3.28,56.0,0.08,0.32,0.04,-0.08,-0.04,0.08
Massage Envy - Mount Laurel,Mount Laurel,NJ,21,2.48,38.1,-0.1429,-0.1429,-0.1905,-0.1429,-0.381,0.0
Massage Envy - Mt. Juliet,Mt. Juliet,TN,28,2.93,42.86,0.0714,0.1429,-0.1429,-0.1071,-0.1786,-0.0357
Massage Envy - NW Reno - Ridgeview Plaza,Reno,NV,92,3.07,48.91,0.0,0.0326,-0.163,-0.1304,-0.1087,0.0326
Massage Envy - Oro Valley - Northwest,Oro Valley,AZ,41,3.37,58.54,0.0244,0.1951,0.0,-0.0488,-0.0976,0.0488
Massage Envy - Plymouth Meeting,Plymouth Meeting,PA,27,2.37,29.63,-0.037,-0.1852,-0.1852,-0.1852,-0.1481,-0.1852
Massage Envy - Reno - S. Virginia St,Reno,NV,111,2.77,41.44,-0.018,0.0,-0.0631,-0.036,-0.1261,-0.0541
Massage Envy - Reno - Sparks Galleria,Sparks,NV,49,2.8,40.82,0.0,-0.102,-0.1429,-0.102,-0.102,-0.0612
Massage Envy - Santa Barbara,Santa Barbara,CA,70,2.9,47.14,-0.0571,-0.0286,-0.2429,-0.1,-0.1571,-0.0429
Massage Envy - South Tampa,Tampa,FL,45,3.13,51.11,-0.0444,0.1333,-0.1111,-0.0222,0.0222,0.0222
"Massage Envy - Springfield, PA",Springfield,PA,28,2.82,46.43,0.1071,0.0357,0.0,-0.1429,-0.2143,-0.1786
Massage Envy - St Petersburg,St. Petersburg,FL,23,4.26,82.61,0.0,0.4783,0.0435,0.1304,0.1304,0.1304
Massage Envy - St. Petersburg 4th Street,St. Petersburg,FL,30,3.87,70.0,0.1,0.2,-0.0333,-0.0333,0.0,0.0333
Massage Envy - Sunset Hills,Sunset Hills,MO,23,3.39,56.52,-0.087,0.2174,-0.1304,0.0,-0.1304,0.087
Massage Envy - Tucson Foothills,Tucson,AZ,58,3.57,58.62,0.069,0.2069,0.0172,-0.0517,-0.0862,0.0172
Massage Envy - Uptown,New Orleans,LA,49,2.82,40.82,-0.0612,-0.102,-0.1633,-0.1633,-0.2041,0.0
Massage Envy - Wayne-PA,Wayne,PA,39,2.15,23.08,-0.1538,-0.3077,-0.2051,-0.2308,-0.2564,-0.0769
Massage Envy - Wesley Chapel,Wesley Chapel,FL,34,3.47,55.88,0.0882,0.1176,-0.0588,0.0,0.0,0.0294
Massage Envy - West Carmel Zionsville,Carmel,IN,26,2.38,30.77,-0.1154,-0.0769,-0.1154,-0.2692,-0.3462,0.0
Massage Envy - West End,Nashville,TN,49,2.57,36.73,-0.102,-0.102,-0.102,-0.0816,-0.2653,0.0
Massage Envy Tucson - Old Spanish Trail,Tucson,AZ,42,3.64,59.52,0.0714,0.1905,-0.0714,-0.0714,0.0,0.0
Massage Envy Tucson - River Road West,Tucson,AZ,41,3.46,56.1,0.0244,0.122,-0.0732,-0.0244,0.0,0.0
Massage Essence,Reno,NV,68,3.74,66.18,0.0441,0.1176,0.0882,0.0588,-0.0147,0.0735
Massage Green SPA - Santa Barbara,Santa Barbara,CA,193,4.12,76.68,0.0674,0.228,0.0933,0.0311,-0.0052,0.1762
Massage Green Spa,Tampa,FL,24,3.83,70.83,0.0,0.3333,0.0,0.0417,0.0833,0.25
Massage Heaven,Tampa,FL,28,4.46,82.14,0.0,0.2857,0.1071,-0.0714,0.0,0.0714
Massage Heights,Carmel,IN,34,3.97,73.53,-0.0294,0.4118,0.0588,0.0882,0.1471,0.2059
Massage Heights Ironworks,Indianapolis,IN,53,4.49,86.79,0.2075,0.4528,0.1509,0.1321,0.2453,0.3396
Massage Passyunk Ave,Philadelphia,PA,28,4.0,71.43,0.0,0.0714,-0.0357,0.1071,0.0,0.0714
Massage Solutions,Reno,NV,42,5.0,100.0,0.1905,0.2143,0.0238,0.2143,0.1905,0.1905
Massage Star,Tampa,FL,71,4.77,95.77,0.0845,0.2394,0.2254,0.1549,0.0423,0.2535
Massage Studio,St Petersburg,FL,62,4.4,83.87,0.0161,0.2742,0.2258,0.1935,0.0161,0.1613
Massage Studio,Tampa,FL,100,4.65,90.0,0.07,0.39,0.1,0.07,0.11,0.19
Massage by Michelle,Tucson,AZ,49,4.92,97.96,0.1429,0.3265,0.0612,0.2653,0.2449,0.2041
Massage by Tao,Nashville,TN,31,4.94,100.0,0.0968,0.2258,0.2258,0.1935,0.0323,0.2581
MassageLuXe,Carmel,IN,39,3.38,58.97,0.0769,0.1026,-0.1795,0.0513,-0.0769,0.2051
MassageLuXe,Edwardsville,IL,29,2.76,41.38,0.0,-0.1379,-0.3103,-0.1724,-0.3103,0.069
MassageLuXe,Lutz,FL,76,2.62,38.16,0.0,-0.1447,-0.2763,-0.0526,-0.2895,-0.0263
MassageLuXe,St. Louis,MO,41,2.9,41.46,0.0244,-0.122,-0.1707,-0.0976,-0.1463,-0.0732
MassageLuXe,St. Petersburg,FL,76,3.88,71.05,0.0395,0.3026,-0.0263,0.0921,-0.0921,0.1316
MassageLuXe,Tampa,FL,38,2.71,34.21,-0.0263,-0.1579,-0.2895,-0.2368,-0.2632,-0.0263
"Matthew Strohmeyer, DDS",Brentwood,MO,27,4.59,88.89,0.4815,0.7407,0.1852,0.2593,0.3333,0.4074
MaxAesthetics,Philadelphia,PA,38,4.29,81.58,0.2632,0.2632,0.1316,0.1053,0.1579,0.1842
Maxwell Aesthetics,Tucson,AZ,24,4.25,79.17,0.125,0.4167,0.0,0.0833,0.0417,0.1667
Mazzoni Center,Philadelphia,PA,56,3.09,46.43,-0.0179,-0.0357,0.0357,0.0,-0.0357,0.0714
"McCormack Plastic Surgery - Tiffany McCormack, MD, FACS",Reno,NV,40,4.22,80.0,0.25,0.475,0.0,0.025,0.1,0.125
McKay's Mill Dental,Franklin,TN,29,3.97,72.41,0.2069,0.3448,0.0345,0.1379,0.069,0.2414
McVeigh Massage,Santa Barbara,CA,78,4.71,94.87,0.0385,0.2308,0.0641,0.0897,0.0641,0.1154
Meagan Q Macklin,Philadelphia,PA,24,4.75,95.83,0.125,0.2083,0.0833,0.2083,0.2083,0.0833
Mease Countryside Hospital,Safety Harbor,FL,68,2.91,45.59,0.0,0.0735,-0.1618,-0.1618,-0.0735,0.0588
Med Center,Santa Barbara,CA,130,2.09,26.92,-0.3308,-0.3154,-0.1154,-0.2769,-0.3385,-0.1923
MedCenter,Santa Barbara,CA,69,2.33,31.88,-0.1884,-0.1304,-0.1739,-0.3188,-0.2899,-0.1304
MedExpress Urgent Care,Clearwater,FL,31,3.1,51.61,0.129,0.1935,0.0,-0.0645,-0.2581,0.0
MedExpress Urgent Care,Hudson,FL,24,2.46,33.33,-0.2917,-0.2083,-0.1667,-0.1667,-0.4167,-0.2083
MedExpress Urgent Care,Largo,FL,39,2.64,38.46,-0.1282,-0.0256,0.0,-0.3077,-0.2821,-0.0769
MedExpress Urgent Care,Tampa,FL,88,2.67,40.91,-0.1932,0.0227,-0.0795,-0.125,-0.1818,-0.0795
MedExpress Urgent Care - CLOSED,Cherry Hill,NJ,29,2.86,48.28,0.0,0.069,0.0,-0.1034,-0.1034,0.1034
MedMen - St Petersburg,St. Petersburg,FL,49,4.84,97.96,0.102,0.5918,0.102,0.0816,0.2653,0.1429
Medcenter,Santa Barbara,CA,21,2.57,33.33,-0.1905,-0.0952,-0.1905,-0.3333,-0.1429,-0.1905
Medcheck,Carmel,IN,20,2.3,25.0,-0.45,0.0,0.0,-0.2,-0.25,-0.25
Medcheck of Community Hospitals,Indianapolis,IN,36,2.83,44.44,0.0278,0.0,-0.0278,-0.0556,-0.1111,-0.0556
Medical Alert,Broomall,PA,38,1.18,2.63,-0.4474,-0.0789,-0.6579,-0.3158,-0.2368,-0.3684
Medical Center of Trinity,Trinity,FL,92,2.29,31.52,-0.2391,-0.1739,-0.2717,-0.2826,-0.2174,-0.1196
Medical West Healthcare Center,Clayton,MO,23,2.96,52.17,-0.0435,0.2609,0.0,-0.0435,-0.1304,0.1304
Mei Fitness - Fishers,Fishers,IN,24,3.5,62.5,0.0,0.375,-0.125,0.0,-0.0417,0.4167
Meijer,Avon,IN,49,2.76,38.78,0.0,0.0816,0.0612,-0.102,-0.0816,0.1224
Meijer,Camby,IN,26,3.08,53.85,-0.0385,-0.0385,0.1154,-0.0769,-0.0769,0.2308
Meijer,Indianapolis,IN,79,3.01,54.43,0.0253,0.1013,0.0759,-0.0127,-0.038,0.1899
Meijer,McCordsville,IN,35,3.57,65.71,-0.0571,0.3429,0.0571,0.2286,0.0,0.2571
Meijer,Zionsville,IN,24,2.58,33.33,-0.0833,-0.0417,0.0417,-0.0417,-0.0833,0.2083
"Melissa Drake, MD",Santa Barbara,CA,22,3.91,72.73,0.4091,0.0909,0.0,0.2273,0.2727,-0.0455
Mellow Massage & Yoga,Philadelphia,PA,140,4.67,92.86,0.0571,0.4071,0.1429,0.25,0.1357,0.1714
Melodie Girard Aesthetics,Santa Barbara,CA,41,4.95,97.56,0.4878,0.2439,0.1463,0.1951,0.439,0.4146
Mercy Catholic Medical Center - Mercy Fitzgerald Campus,Darby,PA,23,2.17,26.09,-0.3043,-0.3478,-0.0435,-0.3043,-0.3478,-0.3043
Mercy Hospital South,Saint Louis,MO,91,1.97,23.08,-0.3516,-0.2747,-0.1978,-0.3407,-0.3626,-0.4176
Mercy Hospital St Louis,Saint Louis,MO,67,2.64,35.82,-0.0896,-0.1194,-0.1194,-0.2836,-0.209,-0.194
Meridian Family Medicine,Meridian,ID,25,4.08,76.0,0.48,0.56,-0.08,0.16,0.2,0.28
Meridian Medica,Philadelphia,PA,31,3.65,67.74,0.1613,0.2258,0.2903,0.2581,0.0645,0.3226
Mestichelli Barnes Dental Associates,Philadelphia,PA,31,4.55,87.1,0.2903,0.7097,0.2581,0.2258,0.2258,0.5806
Metairie Dental Centre,Metairie,LA,40,4.38,82.5,0.275,0.6,0.025,0.1,0.05,0.275
Metairie Modern Dentistry,Metairie,LA,24,4.08,75.0,0.2083,0.2917,0.0417,0.0417,0.0,0.25
Methodist Hospital - Jefferson Health,Philadelphia,PA,39,3.13,46.15,0.1282,0.2308,-0.0256,-0.1282,-0.0513,-0.1026
Metro Laser CoolSculpting MedSpa,Philadelphia,PA,47,4.09,78.72,0.4255,0.4255,0.1489,0.1915,0.2553,0.2979
Metry Cab Service,Metairie,LA,33,2.45,30.3,-0.0303,-0.303,-0.0909,-0.2727,-0.3333,0.0303
Mia Bella Salon & Spa,Tucson,AZ,77,4.32,81.82,0.1948,0.3506,0.1558,0.0519,0.2597,0.1688
"Michael I Wollock, DMD - Dentistry at Suburban Square",Ardmore,PA,126,4.44,88.1,0.2619,0.627,0.0556,0.1667,0.1032,0.3016
"Michael Lechleiter, DC",New Orleans,LA,28,4.82,96.43,0.25,0.0714,0.1786,0.0714,0.3214,0.25
Mid-City Smiles,New Orleans,LA,74,4.7,93.24,0.2568,0.7027,0.1216,0.2027,0.0676,0.3784
Mill Woods Town Centre,Edmonton,AB,21,2.33,9.52,-0.0476,-0.1429,-0.1429,0.0,0.0476,-0.1429
MinuteClinic,Tampa,FL,39,3.15,51.28,0.0256,0.1026,0.0,-0.0769,-0.1282,0.0769
MiraMed and Day Spa,Carpinteria,CA,34,4.29,79.41,0.0588,0.2059,-0.0588,0.0,-0.0588,0.0882
Missouri Baptist Medical Center,Saint Louis,MO,70,3.23,54.29,0.1143,0.2,-0.0714,-0.1,0.0286,0.0857
Mobile IV Medics: Santa Barbara,Santa Barbara,CA,52,4.92,98.08,0.3462,0.6538,0.0385,0.1538,0.3077,0.0577
Modern Acupuncture,Sparks,NV,27,4.7,92.59,0.5926,0.5926,0.037,0.1111,0.1481,0.2963
Modern Eye,Philadelphia,PA,228,4.56,88.16,0.2105,0.6009,0.3421,0.1491,0.1404,0.0965
Moffitt Cancer Center,Tampa,FL,95,2.98,47.37,-0.0105,0.0632,-0.1684,-0.1053,-0.0632,-0.0421
Monokian Family & Cosmetic Dentistry,Marlton,NJ,26,4.23,80.77,0.2692,0.5,-0.0769,0.0385,0.1538,0.3846
Monroe Carell Jr Children's Hospital at Vanderbilt,Nashville,TN,28,3.71,71.43,0.3929,0.3214,0.1429,0.1071,0.0714,0.2143
Montecito Plastic Surgery - Adam D. Lowenstein MD,Santa Barbara,CA,29,4.45,86.21,0.2069,0.6897,0.0345,0.069,0.2069,0.4483
Monticciolo Family & Sedation Dentistry - New Port Richey,New Port Richey,FL,22,2.41,31.82,-0.2273,-0.0455,-0.2727,-0.0455,-0.1818,-0.0909
Moorestown Eye Associates,Moorestown,NJ,43,4.65,90.7,0.4884,0.6512,0.093,0.1628,0.3256,0.3488
Moran Laser And Salon,Nashville,TN,55,4.25,81.82,0.3455,0.3636,0.0909,0.0545,0.1273,0.2
Morton Plant Hospital,Clearwater,FL,75,3.39,61.33,0.1733,0.28,-0.0667,-0.0533,-0.08,0.0933
Morton Plant North Bay Hospital,New Port Richey,FL,31,2.58,38.71,-0.1935,0.0968,-0.2903,-0.3226,-0.1935,-0.0968
Murphy Plastic Surgery & Medical Spa,Reno,NV,26,4.42,84.62,0.4231,0.5,-0.0385,0.0385,0.2308,0.1154
Music City Optical,Nashville,TN,47,4.17,76.6,0.3617,0.5532,0.1702,0.1064,0.2766,0.234
My Eye Dr,Tampa,FL,31,4.84,96.77,0.3871,0.871,0.1935,0.1613,0.5161,0.4839
My Kid's Smile,Reno,NV,47,4.79,93.62,0.2766,0.7872,0.0638,0.1277,0.0851,0.383
My Women's Center,Reno Sparks,NV,39,3.67,66.67,0.2821,0.2564,-0.1282,0.1282,-0.0256,0.1282
MyEyeDr,Carmel,IN,24,4.67,91.67,0.4167,0.7083,0.1667,0.0,0.5417,0.2917
MyEyeDr,Fairless Hills,PA,22,2.41,31.82,-0.1364,0.0455,-0.4091,-0.2273,-0.2273,-0.0455
MyEyeDr,Indianapolis,IN,40,2.78,40.0,-0.025,-0.05,-0.225,-0.175,-0.15,-0.1
MyEyeDr,New Orleans,LA,34,3.79,67.65,0.4118,0.2353,0.2059,0.1176,0.0588,0.0882
MyEyeDr,Newtown,PA,21,3.29,57.14,-0.0476,0.2857,0.0476,0.0,-0.0952,0.0
MyEyeDr,Southampton,PA,23,3.74,69.57,0.1304,0.3043,0.0,0.0435,0.087,0.087
NOLA Float Tanks,New Orleans,LA,26,3.54,65.38,-0.0769,0.0385,-0.0385,0.2308,0.1538,-0.0385
Nail Bar,Philadelphia,PA,216,2.94,44.44,-0.0046,-0.0046,-0.0185,-0.0648,-0.088,0.0417
"Naomi Paschall, MD",Franklin,TN,22,1.91,18.18,-0.4545,-0.3636,-0.2727,-0.3636,-0.2273,-0.4091
Nashville Skin Company,Nashville,TN,50,4.18,80.0,0.28,0.28,0.16,0.1,0.06,0.14
"Natalia Baldo, MD",Reno,NV,28,2.29,28.57,-0.25,-0.2857,-0.0714,-0.2857,-0.3571,-0.25
"Natalie Carr, DDS, MS - Carr Pediatric Dentistry",Riverview,FL,32,3.38,59.38,0.1562,0.3125,-0.125,0.0312,0.0312,0.0938
National Eye & Ear of Tucson,Tucson,AZ,23,4.35,82.61,0.4348,0.4783,0.2174,0.0435,0.2609,0.1739
National Institute For Fitness & Sport,Indianapolis,IN,46,4.33,86.96,0.0217,0.413,0.2174,0.2174,0.0217,0.6739
Natural Foot Spa,Eagle,ID,23,4.35,82.61,0.0,0.0,0.3913,0.087,-0.0435,0.2174
Natural Grocers,Boise,ID,38,4.71,94.74,0.1053,0.4737,0.7105,0.0789,0.0526,0.2895
Natural Grocers,Tucson,AZ,26,3.88,69.23,0.0,0.3462,0.3462,-0.0385,0.0385,0.0769
Nature Med,Tucson,AZ,45,3.0,48.89,-0.0889,0.2,-0.0222,-0.1333,-0.0222,0.0222
Nature's Way Medicine-Medical Marijuana Cards,Philadelphia,PA,23,4.09,78.26,0.2174,0.2609,-0.087,-0.0435,0.0,0.087
Nayak Plastic Surgery,Saint Louis,MO,32,4.44,84.38,0.4062,0.4688,0.1562,0.1562,0.3125,0.0
Nazareth Hospital,Philadelphia,PA,50,1.54,12.0,-0.44,-0.44,-0.48,-0.38,-0.26,-0.32
"Nemours Children's Hospital, Delaware",Wilmington,DE,31,4.03,74.19,0.3871,0.4839,-0.0968,0.2258,0.0323,0.1613
Nevada Advanced Pain Specialists,Reno,NV,60,2.75,38.33,-0.0833,-0.1333,-0.2333,-0.1667,-0.2,-0.1333
Nevada Center For Dermatology,Reno,NV,38,3.11,50.0,0.0263,0.0,-0.1579,-0.0263,-0.0526,-0.0789
Nevada Diabetes Association,Reno,NV,34,4.85,100.0,0.1471,0.1176,0.0294,0.2941,0.0588,0.4118
Nevada ENT & Hearing Associates,Reno,NV,40,2.55,40.0,-0.15,-0.1,-0.225,-0.225,-0.05,-0.175
Nevada Eye Consultants,Reno,NV,37,4.14,78.38,0.3514,0.6216,0.0541,0.1351,0.3784,0.1892
Nevada Pain & Spine Specialists,Reno,NV,25,2.68,40.0,-0.12,-0.12,-0.12,-0.2,-0.12,-0.12
Nevada Vision Group,Reno,NV,65,3.83,70.77,0.1846,0.4615,0.0462,0.0308,0.0615,0.2923
New Age People,Indianapolis,IN,36,4.11,75.0,0.0278,0.3056,0.1389,0.1667,0.0556,0.0556
New Jersey Urology,Voorhees,NJ,32,1.81,15.62,-0.4688,-0.3438,-0.2188,-0.4375,-0.4062,-0.4375
New Life Laser,Brentwood,TN,47,2.17,27.66,-0.2128,0.0,-0.234,-0.0638,-0.0851,-0.0213
New Rose Spa,Cherry Hill,NJ,53,4.49,88.68,0.0189,0.3774,0.3396,0.0377,0.0377,0.3396
New World Vision Center,Philadelphia,PA,38,3.84,71.05,0.2895,0.4737,0.1842,-0.0263,0.1316,0.0526
Newsom Eye - Carrollwood,Tampa,FL,37,2.54,35.14,-0.2703,-0.0811,-0.1351,-0.0811,-0.0541,-0.1081
Newsom Eye - South Tampa,Tampa,FL,30,3.4,60.0,0.0333,0.2,-0.2,-0.1,-0.1,-0.1333
Newtown Athletic Club,Newtown,PA,81,3.04,46.91,0.0,0.1111,-0.0617,-0.0123,-0.0617,0.1852
NextCare Urgent Care,Tucson,AZ,382,2.46,33.51,-0.1963,-0.1178,-0.1021,-0.2199,-0.212,-0.1414
"Nina Madavi, DDS, BDS",Santa Barbara,CA,25,3.88,72.0,0.16,0.48,-0.12,-0.04,-0.08,0.36
Ninth Street Internal Medicine,Philadelphia,PA,51,3.25,50.98,0.1569,0.1765,0.0196,-0.0588,-0.0196,0.0784
Nirvana Massage,Exton,PA,24,3.71,66.67,0.0,0.2917,-0.0417,0.0,-0.1667,0.0417
"Noble Dental - Conover, Leonard & Assoc",Philadelphia,PA,26,4.19,80.77,0.1154,0.4231,0.0385,0.1538,0.1923,0.4231
Noble Dentistry,Jenkintown,PA,50,4.6,90.0,0.24,0.64,0.18,0.18,0.22,0.56
Nok's Expert Thai Massage Center,Santa Barbara,CA,53,4.79,96.23,0.0943,0.1698,0.1132,0.1321,0.0,0.0755
Nola Bliss Massage,New Orleans,LA,210,4.77,94.29,0.0857,0.2667,0.0714,0.0952,0.0857,0.1857
Nola Dental Care,New Orleans,LA,33,2.61,36.36,-0.0909,0.0606,-0.2121,-0.0909,-0.1515,-0.2424
Nola Yoga Loft,New Orleans,LA,21,4.95,100.0,0.0,0.1429,0.0476,0.0952,0.0476,0.1905
Nora Urgent Care,Indianapolis,IN,40,3.5,55.0,0.25,0.275,0.1,0.05,0.025,0.025
Norman Parathyroid Center,Town N Country,FL,132,4.74,93.18,0.6818,0.6212,0.2045,0.4015,0.4242,0.2348
North Hills Chiropractic,Reno,NV,22,4.45,86.36,0.2727,0.6364,0.0909,0.2727,0.0,0.1818
North Penn Endodontics,Lansdale,PA,21,3.67,66.67,0.1905,0.3333,0.0476,0.0952,0.1905,0.0476
North Tampa Behavioral Health Hospital,Wesley Chapel,FL,28,1.29,7.14,-0.6786,-0.3929,-0.5,-0.4643,-0.5714,-0.75
North Tampa Spine & Joint Center,Tampa,FL,76,4.84,94.74,0.4737,0.5921,0.0921,0.2763,0.2237,0.3947
Northern Nevada Allergy,Reno,NV,34,3.03,50.0,0.1176,0.0882,-0.1471,-0.0882,-0.0294,-0.0588
Northern Nevada Chiropractic,Reno,NV,49,4.76,93.88,0.2449,0.4286,0.0816,0.1633,0.0816,0.2857
Northern Nevada Medical Center,Sparks,NV,91,3.09,51.65,0.0989,0.1319,-0.1319,-0.011,-0.0549,0.044
Northern Nevada Medical Group,Sparks,NV,23,2.17,26.09,-0.4783,-0.1304,-0.087,-0.087,-0.2609,-0.2174
Northern Ophthalmic Assoc,Jenkintown,PA,26,3.35,53.85,0.1538,0.1154,-0.1538,-0.0385,-0.1154,0.0
Northside ENT,Carmel,IN,24,3.0,45.83,0.0417,0.0,-0.2083,-0.0833,0.0,0.0
Northside Hospital,St. Petersburg,FL,34,2.35,32.35,-0.2059,-0.1765,-0.2353,-0.2059,-0.2059,-0.2059
Northwest Children's Dentistry,Tucson,AZ,21,4.71,95.24,0.2857,0.7619,0.0,0.2381,0.2857,0.7619
Northwest Medical Center,Tucson,AZ,145,2.0,21.38,-0.4276,-0.2966,-0.3103,-0.3103,-0.2828,-0.2276
Northwest Reno Smiles Dental Group,Reno,NV,60,3.97,75.0,0.2833,0.4167,0.1167,0.0167,0.0333,0.3333
Northwest Urgent Care,Green Valley,AZ,37,2.16,27.03,-0.2703,-0.1351,-0.3514,-0.2432,-0.3514,-0.2973
Northwest Urgent Care Orange Grove,Tucson,AZ,35,2.91,45.71,0.0,0.2,-0.1714,-0.1714,-0.0857,-0.2
Nostalgic Eye Care,Philadelphia,PA,41,4.66,92.68,0.3902,0.7561,0.122,0.1951,0.2195,0.6341
Nurture Spa,New Hope,PA,53,4.64,88.68,0.1509,0.4717,0.0377,0.2075,0.1132,0.434
Nutrishop,Santa Barbara,CA,48,4.73,93.75,0.1042,0.4375,0.1042,0.0833,0.2083,0.1458
